Time,PACU_VAV_BOT:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Heat Cap [W],PACU_VAV_BOT:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Heat Cap [W],PACU_VAV_BOT:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Heat Cap [W],PACU_VAV_MID:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Heat Cap [W],PACU_VAV_MID:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Heat Cap [W],PACU_VAV_TOP:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Heat Cap [W],PACU_VAV_TOP:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Tot Cool Cap [W]
06:00:00,8.630192E-01,0.000000E+00,1.941260E+00,2.363973E+04,4.381962E+04,9.024573E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,1.998998E+00,2.428941E+04,4.464781E+04,9.494788E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,1.844069E+00,2.254579E+04,4.289429E+04,1.071322E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
06:15:00,8.630192E-01,0.000000E+00,2.005308E+00,2.451231E+04,4.473182E+04,9.024550E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.064178E+00,2.517471E+04,4.558451E+04,9.494778E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,1.906760E+00,2.340307E+04,4.381105E+04,1.071322E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
06:30:00,8.630192E-01,0.000000E+00,2.072054E+00,2.541522E+04,4.597970E+04,9.024528E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.132935E+00,2.610025E+04,4.688054E+04,9.494769E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,1.973178E+00,2.430227E+04,4.503755E+04,1.071322E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
06:45:00,8.630192E-01,0.000000E+00,2.140295E+00,2.633492E+04,4.740068E+04,9.024505E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.203528E+00,2.704640E+04,4.835547E+04,9.494759E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.041700E+00,2.522513E+04,4.643212E+04,1.071322E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
07:00:00,8.630192E-01,0.000000E+00,2.209881E+00,2.726968E+04,4.882375E+04,9.024482E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.275779E+00,2.801113E+04,4.982995E+04,9.494749E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.112213E+00,2.617031E+04,4.784745E+04,1.071321E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
07:15:00,8.630192E-01,0.000000E+00,2.281487E+00,2.844388E+04,5.041058E+04,9.024460E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.350475E+00,2.922009E+04,5.146645E+04,9.494740E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.185560E+00,2.736411E+04,4.945425E+04,1.071321E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
07:30:00,8.630192E-01,0.000000E+00,2.355290E+00,2.964274E+04,5.194311E+04,9.024438E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.427831E+00,3.045890E+04,5.304969E+04,9.494731E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.262048E+00,2.859319E+04,5.103225E+04,1.071321E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
07:45:00,8.630192E-01,0.000000E+00,2.364492E+00,3.011456E+04,5.255034E+04,9.024416E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.439279E+00,3.095597E+04,5.368133E+04,9.494721E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.273323E+00,2.908836E+04,5.166399E+04,1.071321E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
08:00:00,8.630192E-01,0.000000E+00,2.373924E+00,3.058895E+04,5.311885E+04,9.024394E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.450672E+00,3.145242E+04,5.427021E+04,9.494712E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.285261E+00,2.959098E+04,5.226498E+04,1.071321E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
08:15:00,8.630192E-01,0.000000E+00,2.384814E+00,3.112316E+04,5.372720E+04,9.024373E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.463794E+00,3.201173E+04,5.490308E+04,9.494703E-01,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04,8.630192E-01,0.000000E+00,2.299606E+00,3.016407E+04,5.291951E+04,1.071320E+00,0.000000E+00,8.630192E-01,5.289995E+03,1.678080E+04
